Time,lastUpdateId,Mid-Price,WM-Price,CJP,alpha,bestBid,bestAsk,price,quantity
2022-07-14 21:13:38.381117,21095985354,20532.925,20532.80285188592,20533.192403653054,1.1943062081180898e-4,20531.75,20534.1,"[-1.5242799999999996,-1.5092799999999997,-1.4992799999999997,-1.4650499999999997,-1.4543099999999998,-1.4423099999999998,-1.4323099999999998,-1.2635299999999998,-1.11895,-1.0750199999999999,-1.03643,-1.0327899999999999,-0.9840599999999999,-0.5790599999999999,-0.5235,-0.52247,-0.49856,-0.25409,-3.409e-2,-2.435e-2,3.0e-2,0.12025,0.12219,0.12913,0.34925,0.3499,0.35184,0.47268,0.49263,0.51461,0.65327,0.7032700000000001,0.88171,0.891,0.9397300000000001,0.94337,0.94537,1.22671,1.7662399999999998,1.8031199999999998]","[20529.57,20529.64,20529.67,20529.7,20529.72,20529.77,20529.98,20529.99,20530.02,20530.66,20530.67,20530.87,20530.97,20530.98,20531.06,20531.26,20531.39,20531.4,20531.53,20531.75,20534.1,20534.11,20534.12,20534.42,20534.54,20534.55,20534.56,20534.72,20534.78,20534.93,20535.19,20535.2,20535.49,20535.57,20535.9,20536.1,20536.13,20536.19,20536.2,20536.6]"
2022-07-14 21:13:39.480960,21095985699,20532.864999999998,20533.422067089756,20533.16415908401,1.209014421878906e-4,20532.18,20533.55,"[-1.2830100000000002,-1.2680100000000003,-1.2580100000000003,-1.2480100000000003,-0.8430100000000003,-0.6499300000000002,-0.5999300000000002,-0.5512000000000001,-0.5268400000000001,-0.5232000000000001,-0.5134600000000001,-0.5044200000000001,-0.50109,-0.47718000000000005,-0.46744,-0.4577,-0.23759,-2.6029999999999998e-2,-1.103e-2,-1.0e-2,1.03e-3,7.966000000000001e-2,0.19451000000000002,0.29289,0.29774999999999996,0.30017999999999995,0.30990999999999996,0.31990999999999997,0.32939999999999997,0.344,0.34885999999999995,0.5689799999999999,0.5856499999999999,0.5862999999999999,0.6615099999999999,0.7823499999999999,0.8399499999999999,0.8419499999999999,1.12329,1.66282]","[20530.44,20530.53,20530.74,20530.97,20530.99,20531.0,20531.33,20531.39,20531.5,20531.53,20531.66,20531.71,20531.74,20531.75,20531.76,20531.77,20531.78,20531.83,20531.91,20532.18,20533.55,20534.06,20534.07,20534.09,20534.1,20534.11,20534.12,20534.34,20534.36,20534.37,20534.38,20534.41,20534.42,20534.55,20535.48,20535.49,20535.95,20536.13,20536.19,20536.2]"
2022-07-14 21:13:40.325962,21095985983,20532.935,20532.195792682927,20532.90188628079,1.3455297412518085e-4,20531.99,20533.88,"[-1.9623,-1.27827,-1.23434,-0.7799400000000001,-0.6348900000000001,-0.61989,-0.59489,-0.58489,-0.57489,-0.57125,-0.56792,-0.56689,-0.52724,-0.51832,-0.49396,-0.4696,-0.24948,-2.948e-2,-1.974e-2,-1.0e-2,8.184e-2,0.30196,0.40277,0.40355,0.45355,0.46816,0.47302,0.48595,0.49595,0.50544,0.52004,0.5248999999999999,0.5318399999999999,0.5324899999999999,0.5833799999999999,0.6585899999999999,0.7794299999999998,0.7818399999999999,0.8394399999999999,0.8427699999999999]","[20530.01,20530.02,20530.04,20530.05,20530.44,20530.5,20530.53,20530.74,20530.76,20530.97,20531.17,20531.33,20531.34,20531.36,20531.37,20531.4,20531.63,20531.64,20531.92,20531.99,20533.88,20533.89,20533.9,20533.92,20533.94,20534.04,20534.1,20534.12,20534.34,20534.36,20534.37,20534.38,20534.42,20534.55,20535.47,20535.48,20535.49,20535.79,20535.95,20536.0]"
2022-07-14 21:13:41.443410,21095986396,20534.855,20533.903266886744,20534.083864047905,1.1107394560233747e-4,20533.87,20535.84,"[-1.9458300000000002,-1.9251800000000001,-1.92198,-1.60762,-1.04028,-0.7502800000000002,-0.5301600000000002,-0.5201600000000002,-0.5168300000000001,-0.5144200000000001,-0.44815000000000005,-0.43815000000000004,-0.43329000000000006,-0.42329000000000006,-0.41356000000000004,-0.27856000000000003,-0.24266000000000001,-0.23266,-0.22266,-2.66e-3,0.15486,0.21815,0.26208,0.31967999999999996,0.32209,0.33871,0.88188,0.88388,0.93594,1.05678,1.1367800000000001,1.1460800000000002,1.1558200000000003,1.2506700000000004,1.3186700000000005,1.3347000000000004,1.3847000000000005,1.4206700000000005,1.4706700000000006,1.6157200000000005]","[20530.79,20531.12,20531.16,20531.17,20531.18,20531.28,20531.3,20531.31,20531.52,20531.72,20531.91,20532.09,20532.33,20532.35,20532.36,20533.24,20533.35,20533.36,20533.4,20533.87,20535.84,20535.85,20535.86,20535.93,20536.14,20536.18,20536.2,20536.23,20536.34,20536.39,20536.49,20536.5,20536.94,20537.0,20537.01,20537.02,20537.19,20537.62,20537.69,20537.71]"
2022-07-14 21:13:42.510286,21095986681,20533.370000000003,20532.783655258914,20533.135874665193,1.5887938541060386e-4,20532.66,20534.08,"[-0.9309499999999999,-0.64095,-0.42083000000000004,-0.25352,-0.24352000000000004,-0.24019000000000004,-0.23819000000000004,-0.23578000000000005,-0.22578000000000004,-0.21078000000000002,-0.20211,-0.19211,-0.18342,-0.17856,-8.018e-2,-4.623e-2,-3.623e-2,-2.65e-2,-1.9459999999999998e-2,-4.86e-3,5.095e-2,0.11349999999999999,0.11836999999999999,0.13832,0.1603,0.16932,0.26947,0.32706999999999997,0.33618,0.38491,0.40225,0.64968,0.65942,0.70335,0.71735,0.7197600000000001,1.26293,1.26493,1.2682600000000002,1.4386700000000001]","[20531.18,20531.28,20531.29,20531.3,20531.31,20531.51,20531.52,20531.58,20531.6,20531.72,20531.91,20532.02,20532.09,20532.11,20532.12,20532.33,20532.35,20532.54,20532.62,20532.66,20534.08,20534.5,20534.51,20534.68,20534.83,20535.14,20535.15,20535.17,20535.34,20535.58,20535.77,20535.78,20535.84,20535.86,20536.13,20536.14,20536.2,20536.23,20536.34,20536.48]"
2022-07-14 21:13:43.596051,21095987075,20532.14,20531.97734495131,20532.011817520095,1.0882869396500907e-4,20531.28,20533.0,"[-1.3702399999999997,-1.3594999999999997,-1.3507299999999998,-1.1887299999999998,-1.04415,-1.04015,-1.02993,-0.92993,-0.44779,-0.37281000000000003,-0.35781,-0.33511,-0.32511,-0.31511,-0.30511,-0.30356,-0.28291,-0.22531,-0.22211,-0.19775,0.29,0.38089999999999996,0.6708999999999999,0.6719299999999999,0.8210399999999999,0.8279599999999999,0.8376899999999999,0.8621,0.88157,0.8913099999999999,0.9952899999999999,1.0050199999999998,1.0108199999999998,1.0254299999999998,1.0454199999999998,1.0554199999999998,1.0774,1.07882,1.13642,1.1480299999999999]","[20529.7,20529.84,20529.98,20529.99,20530.01,20530.05,20530.06,20530.07,20530.08,20530.29,20530.41,20530.42,20530.47,20530.5,20530.58,20530.79,20530.97,20531.12,20531.16,20531.28,20533.0,20533.53,20533.54,20533.55,20533.96,20533.97,20533.98,20534.0,20534.01,20534.02,20534.03,20534.04,20534.08,20534.42,20534.44,20534.59,20534.69,20535.0,20535.17,20535.21]"
2022-07-14 21:13:44.810302,21095987569,20532.489999999998,20532.56792887553,20532.341795034878,1.1265593773201769e-4,20532.2,20532.78,"[-1.41288,-1.41133,-1.3771,-1.32837,-1.3196,-1.1750200000000002,-1.0269100000000002,-0.9479300000000002,-0.9377100000000002,-0.8877100000000001,-0.8727100000000001,-0.39305000000000007,-0.37805000000000005,-0.36805000000000004,-0.35805000000000003,-0.34805,-0.33831,-0.23086,-6.468e-2,-2.533e-2,1.46e-2,2.433e-2,4.603e-2,0.13628,0.15089000000000002,0.15576000000000004,0.19324000000000002,0.38099000000000005,0.45421000000000006,0.50924,0.5161600000000001,0.51719,0.53718,0.54685,0.55658,0.5643699999999999,0.5838399999999999,0.5888399999999999,0.59105,0.59666]","[20529.56,20529.67,20529.76,20529.84,20529.99,20530.0,20530.01,20530.05,20530.08,20530.29,20530.3,20530.41,20530.42,20530.5,20530.61,20530.62,20530.68,20530.69,20530.7,20532.2,20532.78,20532.79,20532.8,20532.85,20532.96,20532.97,20533.37,20533.38,20533.39,20533.41,20533.43,20533.55,20533.83,20533.94,20533.98,20534.0,20534.01,20534.02,20534.03,20534.37]"
2022-07-14 21:13:45.651342,21095987810,20532.245000000003,20532.504572293718,20532.213836095096,1.2199912734497164e-4,20531.74,20532.75,"[-1.29714,-1.26291,-1.21418,-1.20541,-1.0608300000000002,-0.9127200000000001,-0.9087200000000001,-0.8985000000000001,-0.40151000000000003,-0.38651,-0.37651,-0.36651,-0.31651,-0.15033000000000002,-0.14059000000000002,-0.13153,-0.12986,-0.10519,-6.0000000000000005e-2,-1.0e-2,3.21e-3,6.263e-2,0.11728,0.1348,0.1565,0.24675,0.26865,0.27865,0.39254,0.40848,0.45130000000000003,0.45233,0.58354,0.5922099999999999,0.5972099999999999,0.5982099999999999,0.6038199999999999,0.6614199999999999,0.6714199999999999,0.67475]","[20529.67,20529.76,20529.84,20529.99,20530.0,20530.01,20530.05,20530.3,20530.41,20530.42,20530.61,20530.65,20530.69,20530.7,20530.71,20530.72,20531.18,20531.19,20531.7,20531.74,20532.75,20532.76,20532.77,20532.79,20532.8,20532.85,20532.95,20532.99,20533.28,20533.29,20533.3,20533.55,20533.93,20533.94,20534.02,20534.03,20534.37,20534.38,20534.43,20534.57]"
2022-07-14 21:13:46.495040,21095988050,20531.42,20531.41143870314,20531.64178158998,1.1535884142224118e-4,20530.77,20532.07,"[-1.1541000000000001,-1.1521800000000002,-1.0772300000000001,-1.03001,-1.0284600000000002,-0.9942300000000001,-0.83223,-0.75725,-0.74848,-0.6039000000000001,-0.34589000000000003,-0.34189,-0.33167,-0.28492,-0.23619,-0.22619,-0.17619,-0.113,-0.10813,-9.74e-3,1.0e-2,1.755e-2,7.221e-2,0.11846,0.20351999999999998,0.20611999999999997,0.36578999999999995,0.36678999999999995,0.36999999999999994,0.4294199999999999,0.43720999999999993,0.45890999999999993,0.49731999999999993,0.5073199999999999,0.5591599999999999,0.5971599999999999,0.6415599999999999,0.69156,0.6947599999999999,0.6957899999999999]","[20529.37,20529.39,20529.4,20529.56,20529.67,20529.73,20529.74,20529.84,20529.99,20530.0,20530.01,20530.05,20530.06,20530.53,20530.61,20530.65,20530.66,20530.67,20530.76,20530.77,20532.07,20532.17,20532.18,20532.19,20532.2,20532.21,20532.69,20532.7,20532.75,20532.76,20532.79,20532.8,20533.06,20533.07,20533.22,20533.23,20533.24,20533.3,20533.48,20533.55]"
2022-07-14 21:13:47.517950,21095988368,20532.175,20532.175,20532.47199261463,2.0421221493364104e-4,20531.35,20533.0,"[-1.1769300000000003,-0.8303700000000003,-0.8196300000000003,-0.8095400000000003,-0.8076200000000002,-0.7588900000000002,-0.7573400000000001,-0.7231100000000001,-0.5611100000000001,-0.5591100000000001,-0.5485500000000001,-0.40397000000000005,-0.14596000000000003,-0.13574000000000003,-0.12574000000000002,-0.12087,-0.10626000000000001,-0.10139000000000001,-3.0e-3,-2.43e-3,2.43e-3,6.1110000000000005e-2,7.111e-2,7.431e-2,7.534e-2,8.401e-2,8.901e-2,9.001e-2,0.14761000000000002,0.18283000000000002,0.26619000000000004,0.41019000000000005,0.43681000000000003,0.44001,0.45001,0.46059,0.51265,0.5226500000000001,0.5507200000000001,0.5527200000000001]","[20528.77,20529.07,20529.12,20529.37,20529.5,20529.56,20529.67,20529.73,20529.79,20529.9,20529.99,20530.0,20530.05,20530.55,20530.67,20530.71,20530.72,20530.73,20531.34,20531.35,20533.0,20533.01,20533.07,20533.48,20533.55,20533.94,20534.02,20534.03,20534.12,20534.27,20534.28,20534.29,20534.32,20534.37,20534.43,20534.44,20534.53,20534.59,20534.82,20534.89]"
